Nome produto;Culturas registradas;Doenças, pragas e plantas daninhas controladas;Dose recomendada;Volume calda;Classe;Empresa;Pais
Roundup Original Mais;Coco (Cocos nucifera);Guanxuma (Sida rhombifolia);2,0 - 4,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Coco (Cocos nucifera);Poaia-branca (Richardia brasiliensis);2,0 - 4,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Coco (Cocos nucifera);Corda-de-viola (Ipomoea grandifolia);2,0 - 4,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Coco (Cocos nucifera);Leiteiro (Euphorbia heterophylla);3,0 - 4,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Coco (Cocos nucifera);Erva-de-Santa-Luzia (Chamaesyce hirta);3,0 - 4,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Coco (Cocos nucifera);Trapoeraba (Commelina benghalensis);2,0 - 3,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Dendê (Elaeis guineensis);Capim-carrapicho (Cenchrus equinatus);1,0 - 2,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Dendê (Elaeis guineensis);Capim-braquiária (Brachiaria decumbens);2,0 - 4,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Dendê (Elaeis guineensis);Capim-colchão (Digitaria horizontalis);2,0 - 4,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Dendê (Elaeis guineensis);Capim-pé-de-galinha (Eleusine indica);2,0 - 4,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Dendê (Elaeis guineensis);Capim-amargoso (Digitaria insularis);3,0 - 4,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Dendê (Elaeis guineensis);Caruru-de-mancha (Amaranthus viridis);3,0 - 4,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Dendê (Elaeis guineensis);Picão-preto (Bidens pilosa);1,0 - 2,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Dendê (Elaeis guineensis);Caruru-branco (Amaranthus hybridus);1,0 - 3,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Dendê (Elaeis guineensis);Guanxuma (Sida rhombifolia);2,0 - 4,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Dendê (Elaeis guineensis);Poaia-branca (Richardia brasiliensis);2,0 - 4,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Dendê (Elaeis guineensis);Corda-de-viola (Ipomoea grandifolia);2,0 - 4,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Dendê (Elaeis guineensis);Leiteiro (Euphorbia heterophylla);3,0 - 4,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Dendê (Elaeis guineensis);Erva-de-Santa-Luzia (Chamaesyce hirta);3,0 - 4,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Dendê (Elaeis guineensis);Trapoeraba (Commelina benghalensis);2,0 - 3,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pupunha (Bactris gasipaes);Capim-carrapicho (Cenchrus equinatus);1,0 - 2,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pupunha (Bactris gasipaes);Capim-braquiária (Brachiaria decumbens);2,0 - 4,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pupunha (Bactris gasipaes);Capim-colchão (Digitaria horizontalis);2,0 - 4,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pupunha (Bactris gasipaes);Capim-pé-de-galinha (Eleusine indica);2,0 - 4,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pupunha (Bactris gasipaes);Capim-amargoso (Digitaria insularis);3,0 - 4,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pupunha (Bactris gasipaes);Caruru-de-mancha (Amaranthus viridis);3,0 - 4,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pupunha (Bactris gasipaes);Picão-preto (Bidens pilosa);1,0 - 2,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pupunha (Bactris gasipaes);Caruru-branco (Amaranthus hybridus);1,0 - 3,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pupunha (Bactris gasipaes);Guanxuma (Sida rhombifolia);2,0 - 4,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pupunha (Bactris gasipaes);Poaia-branca (Richardia brasiliensis);2,0 - 4,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pupunha (Bactris gasipaes);Corda-de-viola (Ipomoea grandifolia);2,0 - 4,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pupunha (Bactris gasipaes);Leiteiro (Euphorbia heterophylla);3,0 - 4,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pupunha (Bactris gasipaes);Erva-de-Santa-Luzia (Chamaesyce hirta);3,0 - 4,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pupunha (Bactris gasipaes);Trapoeraba (Commelina benghalensis);2,0 - 3,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Maçã (Malus domestica);Capim-carrapicho (Cenchrus equinatus);1,0 - 2,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Maçã (Malus domestica);Capim-braquiária (Brachiaria decumbens);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Maçã (Malus domestica);Capim-colchão (Digitaria horizontalis);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Maçã (Malus domestica);Capim-pé-de-galinha (Eleusine indica);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Maçã (Malus domestica);Capim-amargoso (Digitaria insularis);3,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Maçã (Malus domestica);Caruru-de-mancha (Amaranthus viridis);3,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Maçã (Malus domestica);Picão-preto (Bidens pilosa);1,0 - 2,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Maçã (Malus domestica);Caruru-branco (Amaranthus hybridus);1,0 - 3,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Maçã (Malus domestica);Guanxuma (Sida rhombifolia);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Maçã (Malus domestica);Poaia-branca (Richardia brasiliensis);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Maçã (Malus domestica);Corda-de-viola (Ipomoea grandifolia);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Maçã (Malus domestica);Leiteiro (Euphorbia heterophylla);3,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Maçã (Malus domestica);Erva-de-Santa-Luzia (Chamaesyce hirta);3,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Maçã (Malus domestica);Trapoeraba (Commelina benghalensis);2,0 - 3,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Mamão (Carica papaya);Capim-carrapicho (Cenchrus equinatus);1,0 - 2,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Mamão (Carica papaya);Capim-braquiária (Brachiaria decumbens);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Mamão (Carica papaya);Capim-colchão (Digitaria horizontalis);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Mamão (Carica papaya);Capim-pé-de-galinha (Eleusine indica);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Mamão (Carica papaya);Capim-amargoso (Digitaria insularis);3,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Mamão (Carica papaya);Caruru-de-mancha (Amaranthus viridis);3,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Mamão (Carica papaya);Picão-preto (Bidens pilosa);1,0 - 2,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Mamão (Carica papaya);Caruru-branco (Amaranthus hybridus);1,0 - 3,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Mamão (Carica papaya);Guanxuma (Sida rhombifolia);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Mamão (Carica papaya);Poaia-branca (Richardia brasiliensis);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Mamão (Carica papaya);Corda-de-viola (Ipomoea grandifolia);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Mamão (Carica papaya);Leiteiro (Euphorbia heterophylla);3,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Mamão (Carica papaya);Erva-de-Santa-Luzia (Chamaesyce hirta);3,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Mamão (Carica papaya);Trapoeraba (Commelina benghalensis);2,0 - 3,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Abacaxi (Ananas comosus);Capim-carrapicho (Cenchrus equinatus);1,0 - 2,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Abacaxi (Ananas comosus);Capim-braquiária (Brachiaria decumbens);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Abacaxi (Ananas comosus);Capim-colchão (Digitaria horizontalis);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Abacaxi (Ananas comosus);Capim-pé-de-galinha (Eleusine indica);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Abacaxi (Ananas comosus);Capim-amargoso (Digitaria insularis);3,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Abacaxi (Ananas comosus);Caruru-de-mancha (Amaranthus viridis);3,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Abacaxi (Ananas comosus);Picão-preto (Bidens pilosa);1,0 - 2,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Abacaxi (Ananas comosus);Caruru-branco (Amaranthus hybridus);1,0 - 3,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Abacaxi (Ananas comosus);Guanxuma (Sida rhombifolia);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Abacaxi (Ananas comosus);Poaia-branca (Richardia brasiliensis);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Abacaxi (Ananas comosus);Corda-de-viola (Ipomoea grandifolia);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Abacaxi (Ananas comosus);Leiteiro (Euphorbia heterophylla);3,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Abacaxi (Ananas comosus);Erva-de-Santa-Luzia (Chamaesyce hirta);3,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Abacaxi (Ananas comosus);Trapoeraba (Commelina benghalensis);2,0 - 3,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Nectarina (Prunus persica var. nucipersica);Capim-carrapicho (Cenchrus equinatus);1,0 - 2,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Nectarina (Prunus persica var. nucipersica);Capim-braquiária (Brachiaria decumbens);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Nectarina (Prunus persica var. nucipersica);Capim-colchão (Digitaria horizontalis);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Nectarina (Prunus persica var. nucipersica);Capim-pé-de-galinha (Eleusine indica);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Nectarina (Prunus persica var. nucipersica);Capim-amargoso (Digitaria insularis);3,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Nectarina (Prunus persica var. nucipersica);Caruru-de-mancha (Amaranthus viridis);3,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Nectarina (Prunus persica var. nucipersica);Picão-preto (Bidens pilosa);1,0 - 2,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Nectarina (Prunus persica var. nucipersica);Caruru-branco (Amaranthus hybridus);1,0 - 3,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Nectarina (Prunus persica var. nucipersica);Guanxuma (Sida rhombifolia);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Nectarina (Prunus persica var. nucipersica);Poaia-branca (Richardia brasiliensis);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Nectarina (Prunus persica var. nucipersica);Corda-de-viola (Ipomoea grandifolia);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Nectarina (Prunus persica var. nucipersica);Leiteiro (Euphorbia heterophylla);3,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Nectarina (Prunus persica var. nucipersica);Erva-de-Santa-Luzia (Chamaesyce hirta);3,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Nectarina (Prunus persica var. nucipersica);Trapoeraba (Commelina benghalensis);2,0 - 3,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pêssego (Prunus persica);Capim-carrapicho (Cenchrus equinatus);1,0 - 2,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pêssego (Prunus persica);Capim-braquiária (Brachiaria decumbens);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pêssego (Prunus persica);Capim-colchão (Digitaria horizontalis);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pêssego (Prunus persica);Capim-pé-de-galinha (Eleusine indica);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pêssego (Prunus persica);Capim-amargoso (Digitaria insularis);3,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pêssego (Prunus persica);Caruru-de-mancha (Amaranthus viridis);3,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pêssego (Prunus persica);Picão-preto (Bidens pilosa);1,0 - 2,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pêssego (Prunus persica);Caruru-branco (Amaranthus hybridus);1,0 - 3,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pêssego (Prunus persica);Guanxuma (Sida rhombifolia);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pêssego (Prunus persica);Poaia-branca (Richardia brasiliensis);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pêssego (Prunus persica);Corda-de-viola (Ipomoea grandifolia);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pêssego (Prunus persica);Leiteiro (Euphorbia heterophylla);3,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pêssego (Prunus persica);Erva-de-Santa-Luzia (Chamaesyce hirta);3,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pêssego (Prunus persica);Trapoeraba (Commelina benghalensis);2,0 - 3,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pera (Pyrus communis);Capim-carrapicho (Cenchrus equinatus);1,0 - 2,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pera (Pyrus communis);Capim-braquiária (Brachiaria decumbens);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pera (Pyrus communis);Capim-colchão (Digitaria horizontalis);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pera (Pyrus communis);Capim-pé-de-galinha (Eleusine indica);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pera (Pyrus communis);Capim-amargoso (Digitaria insularis);3,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pera (Pyrus communis);Caruru-de-mancha (Amaranthus viridis);3,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pera (Pyrus communis);Picão-preto (Bidens pilosa);1,0 - 2,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pera (Pyrus communis);Caruru-branco (Amaranthus hybridus);1,0 - 3,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pera (Pyrus communis);Guanxuma (Sida rhombifolia);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pera (Pyrus communis);Poaia-branca (Richardia brasiliensis);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pera (Pyrus communis);Corda-de-viola (Ipomoea grandifolia);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pera (Pyrus communis);Leiteiro (Euphorbia heterophylla);3,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pera (Pyrus communis);Erva-de-Santa-Luzia (Chamaesyce hirta);3,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Pera (Pyrus communis);Trapoeraba (Commelina benghalensis);2,0 - 3,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Uva (Vitis vinifera);Capim-carrapicho (Cenchrus equinatus);1,0 - 2,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Uva (Vitis vinifera);Capim-braquiária (Brachiaria decumbens);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Uva (Vitis vinifera);Capim-colchão (Digitaria horizontalis);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Uva (Vitis vinifera);Capim-pé-de-galinha (Eleusine indica);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Uva (Vitis vinifera);Capim-amargoso (Digitaria insularis);3,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Uva (Vitis vinifera);Caruru-de-mancha (Amaranthus viridis);3,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Uva (Vitis vinifera);Picão-preto (Bidens pilosa);1,0 - 2,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Uva (Vitis vinifera);Caruru-branco (Amaranthus hybridus);1,0 - 3,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Uva (Vitis vinifera);Guanxuma (Sida rhombifolia);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Uva (Vitis vinifera);Poaia-branca (Richardia brasiliensis);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Uva (Vitis vinifera);Corda-de-viola (Ipomoea grandifolia);2,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Uva (Vitis vinifera);Leiteiro (Euphorbia heterophylla);3,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Uva (Vitis vinifera);Erva-de-Santa-Luzia (Chamaesyce hirta);3,0 - 4,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Uva (Vitis vinifera);Trapoeraba (Commelina benghalensis);2,0 - 3,0 L/ha ;2 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Algodão (Gossypium hirsutum);Capim-marmelada (Brachiaria plantaginea);1,0 - 2,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Original Mais;Algodão (Gossypium hirsutum);Capim-marmelada (Brachiaria plantaginea);1,0 - 2,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha ;Herbicida;Bayer;Brazil (BR)
