Nome produto;Culturas registradas;Doenças, pragas e plantas daninhas controladas;Dose recomendada;Volume calda;Classe;Empresa;Pais
Roundup Ultra;Citros (Citrus spp.) ;Capim-colonião (Panicum maximum);1,5 - 2,5 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Citros (Citrus spp.) ;Grama-seda (Cynodon dactylon);2,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Citros (Citrus spp.) ;Grama-batatais (Paspalum notatum);2,0 - 3,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Citros (Citrus spp.) ;Grama-boiadeira (Luziola peruviana);2,0 - 3,5 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Citros (Citrus spp.) ;Arroz-vermelho (Oryza sativa);2,0 - 3,5 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Citros (Citrus spp.) ;Capim-braquiária (Brachiaria decumbens);2,0 - 3,5 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Citros (Citrus spp.) ;Braquiarão (Brachiaria brizantha);2,5 - 3,5 L/ha;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Citros (Citrus spp.) ;Azevém (Lolium multiflorum);3,0 - 3,5 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Citros (Citrus spp.) ;Apaga-fogo (Alternanthera tenella);0,50 - 1,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Citros (Citrus spp.) ;Picão-preto (Bidens pilosa);0,50 - 1,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Citros (Citrus spp.) ;Leiteiro (Euphorbia heterophylla);0,5 - 2,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Citros (Citrus spp.) ;Cora-de-viola (Ipomoea purpúrea);1,0 - 2,0 L/ha;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Citros (Citrus spp.) ;Beldroega (Portulaca oleracea);1,0 - 2,0 L/ha;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Citros (Citrus spp.) ;Carqueja (Baccharis trimera);1,5 - 2,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Citros (Citrus spp.) ;Poaia-branca (Richardia brasiliensis);2,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Citros (Citrus spp.) ;Nabo ou nabiça (Raphanus raphanistrum);2,0 - 3,0 L/ha ;3 aplicações Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Eucalipto (Eucalyptus spp.);Milheto (Pennisetum americanum);0,50 - 1,50 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Eucalipto (Eucalyptus spp.);Capim-marmelada (Brachiaria plantaginea);0,5 - 2,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Eucalipto (Eucalyptus spp.);Capim-carrapicho (Cenchrus equinatus);0,5 - 2,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Eucalipto (Eucalyptus spp.);Capim-amargoso (Digitaria insularis);0,5 - 2,5 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Eucalipto (Eucalyptus spp.);Aveia-preta (Avena strigosa);1,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Eucalipto (Eucalyptus spp.);Capim-colchão (Digitaria horizontalis);1,0 - 2,0 L/ha;1 aplicação Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Eucalipto (Eucalyptus spp.);Capim-arroz (Echinochloa crusgalli);1,0 - 2,0 L/ha;1 aplicação Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Eucalipto (Eucalyptus spp.);Capim-pé-de-galinha (Eleusine indica);1,0 - 2,0 L/ha;1 aplicação Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Eucalipto (Eucalyptus spp.);Junquinho (Cyperus ferax);1,0 - 3,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Eucalipto (Eucalyptus spp.);Capim-colonião (Panicum maximum);1,5 - 2,5 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Eucalipto (Eucalyptus spp.);Grama-seda (Cynodon dactylon);2,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Eucalipto (Eucalyptus spp.);Grama-batatais (Paspalum notatum);2,0 - 3,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Eucalipto (Eucalyptus spp.);Grama-boiadeira (Luziola peruviana);2,0 - 3,5 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Eucalipto (Eucalyptus spp.);Arroz-vermelho (Oryza sativa);2,0 - 3,5 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Eucalipto (Eucalyptus spp.);Capim-braquiária (Brachiaria decumbens);2,0 - 3,5 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Eucalipto (Eucalyptus spp.);Braquiarão (Brachiaria brizantha);2,5 - 3,5 L/ha;1 aplicação Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Eucalipto (Eucalyptus spp.);Azevém (Lolium multiflorum);3,0 - 3,5 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Eucalipto (Eucalyptus spp.);Apaga-fogo (Alternanthera tenella);0,50 - 1,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Eucalipto (Eucalyptus spp.);Picão-preto (Bidens pilosa);0,50 - 1,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Eucalipto (Eucalyptus spp.);Leiteiro (Euphorbia heterophylla);0,5 - 2,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Eucalipto (Eucalyptus spp.);Cora-de-viola (Ipomoea purpúrea);1,0 - 2,0 L/ha;1 aplicação Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Eucalipto (Eucalyptus spp.);Beldroega (Portulaca oleracea);1,0 - 2,0 L/ha;1 aplicação Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Eucalipto (Eucalyptus spp.);Carqueja (Baccharis trimera);1,5 - 2,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Eucalipto (Eucalyptus spp.);Poaia-branca (Richardia brasiliensis);2,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Eucalipto (Eucalyptus spp.);Nabo ou nabiça (Raphanus raphanistrum);2,0 - 3,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Milheto (Pennisetum americanum);0,50 - 1,50 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Milheto (Pennisetum americanum);0,50 - 1,50 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Capim-marmelada (Brachiaria plantaginea);0,5 - 2,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Capim-marmelada (Brachiaria plantaginea);0,5 - 2,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Capim-carrapicho (Cenchrus equinatus);0,5 - 2,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Capim-carrapicho (Cenchrus equinatus);0,5 - 2,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Capim-amargoso (Digitaria insularis);0,5 - 2,5 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Capim-amargoso (Digitaria insularis);0,5 - 2,5 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Aveia-preta (Avena strigosa);1,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Aveia-preta (Avena strigosa);1,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Capim-colchão (Digitaria horizontalis);1,0 - 2,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Capim-colchão (Digitaria horizontalis);1,0 - 2,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Capim-arroz (Echinochloa crusgalli);1,0 - 2,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Capim-arroz (Echinochloa crusgalli);1,0 - 2,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Capim-pé-de-galinha (Eleusine indica);1,0 - 2,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Capim-pé-de-galinha (Eleusine indica);1,0 - 2,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Junquinho (Cyperus ferax);1,0 - 3,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Junquinho (Cyperus ferax);1,0 - 3,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Capim-colonião (Panicum maximum);1,5 - 2, 5 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Capim-colonião (Panicum maximum);1,5 - 2, 5 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Grama-seda (Cynodon dactylon);2,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Grama-seda (Cynodon dactylon);2,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Grama-batatais (Paspalum notatum);2,0 - 3,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Grama-batatais (Paspalum notatum);2,0 - 3,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Grama-boiadeira (Luziola peruviana);2,0 - 3,5 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Grama-boiadeira (Luziola peruviana);2,0 - 3,5 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Arroz-vermelho (Oryza sativa);2,0 - 3,5 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Arroz-vermelho (Oryza sativa);2,0 - 3,5 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Capim-braquiária (Brachiaria decumbens);2,0 - 3,5 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Capim-braquiária (Brachiaria decumbens);2,0 - 3,5 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Braquiarão (Brachiaria brizantha);2,5 - 3, 5 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Braquiarão (Brachiaria brizantha);2,5 - 3, 5 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Azevém (Lolium multiflorum);3,0 - 3,5 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Azevém (Lolium multiflorum);3,0 - 3,5 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Apaga-fogo (Alternanthera tenella);0,50 - 1,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Apaga-fogo (Alternanthera tenella);0,50 - 1,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Picão-preto (Bidens pilosa);0,50 - 1,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Picão-preto (Bidens pilosa);0,50 - 1,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Leiteiro (Euphorbia heterophylla);0,5 - 2,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Leiteiro (Euphorbia heterophylla);0,5 - 2,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Corda-de-viola (Ipomoea purpurea);1,0 - 2,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Corda-de-viola (Ipomoea purpurea);1,0 - 2,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Beldroega (Portulaca oleracea);1,0 - 2,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Beldroega (Portulaca oleracea);1,0 - 2,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Carqueja (Baccharis trimera);1,5 - 2,5 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Carqueja (Baccharis trimera);1,5 - 2,5 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Poaia-branca (Richardia brasiliensis);2,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Poaia-branca (Richardia brasiliensis);2,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Nabo ou nabiça (Raphanus raphanistrum);2,0 - 3,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Algodão (Gossypium hirsutum);Nabo ou nabiça (Raphanus raphanistrum);2,0 - 3,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Milheto (Pennisetum americanum);0,50 - 1,50 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Milheto (Pennisetum americanum);0,50 - 1,50 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Capim-marmelada (Brachiaria plantaginea);0,5 - 2,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Capim-marmelada (Brachiaria plantaginea);0,5 - 2,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Capim-carrapicho (Cenchrus equinatus);0,5 - 2,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Capim-carrapicho (Cenchrus equinatus);0,5 - 2,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Capim-amargoso (Digitaria insularis);0,5 - 2,5 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Capim-amargoso (Digitaria insularis);0,5 - 2,5 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Aveia-preta (Avena strigosa);1,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Aveia-preta (Avena strigosa);1,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Capim-colchão (Digitaria horizontalis);1,0 - 2,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Capim-colchão (Digitaria horizontalis);1,0 - 2,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Capim-arroz (Echinochloa crusgalli);1,0 - 2,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Capim-arroz (Echinochloa crusgalli);1,0 - 2,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Capim-pé-de-galinha (Eleusine indica);1,0 - 2,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Capim-pé-de-galinha (Eleusine indica);1,0 - 2,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Junquinho (Cyperus ferax);1,0 - 3,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Junquinho (Cyperus ferax);1,0 - 3,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Capim-colonião (Panicum maximum);1,5 - 2, 5 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Capim-colonião (Panicum maximum);1,5 - 2, 5 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Grama-seda (Cynodon dactylon);2,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Grama-seda (Cynodon dactylon);2,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Grama-batatais (Paspalum notatum);2,0 - 3,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Grama-batatais (Paspalum notatum);2,0 - 3,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Grama-boiadeira (Luziola peruviana);2,0 - 3,5 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Grama-boiadeira (Luziola peruviana);2,0 - 3,5 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Arroz-vermelho (Oryza sativa);2,0 - 3,5 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Arroz-vermelho (Oryza sativa);2,0 - 3,5 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Capim-braquiária (Brachiaria decumbens);2,0 - 3,5 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Capim-braquiária (Brachiaria decumbens);2,0 - 3,5 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Braquiarão (Brachiaria brizantha);2,5 - 3, 5 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Braquiarão (Brachiaria brizantha);2,5 - 3, 5 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Azevém (Lolium multiflorum);3,0 - 3,5 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Azevém (Lolium multiflorum);3,0 - 3,5 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Apaga-fogo (Alternanthera tenella);0,50 - 1,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Apaga-fogo (Alternanthera tenella);0,50 - 1,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Picão-preto (Bidens pilosa);0,50 - 1,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Picão-preto (Bidens pilosa);0,50 - 1,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Leiteiro (Euphorbia heterophylla);0,5 - 2,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Leiteiro (Euphorbia heterophylla);0,5 - 2,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Corda-de-viola (Ipomoea purpurea);1,0 - 2,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Corda-de-viola (Ipomoea purpurea);1,0 - 2,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Beldroega (Portulaca oleracea);1,0 - 2,0 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Beldroega (Portulaca oleracea);1,0 - 2,0 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Carqueja (Baccharis trimera);1,5 - 2,5 L/ha ;1 aplicação Terrestre: 100 - 200 L/ha ;Herbicida;Bayer;Brazil (BR)
Roundup Ultra;Arroz (Oryza sativa);Carqueja (Baccharis trimera);1,5 - 2,5 L/ha ;1 aplicação Aérea: 20 - 40 L/ha;Herbicida;Bayer;Brazil (BR)
